Order Date,Sales
2018-03-05,1241.02
2018-03-06,779.236
2018-03-07,167.59
2018-03-08,844.1
2018-03-09,711.804
2018-03-10,1253.952
2018-03-11,1974.708
2018-03-12,354.28
2018-03-13,4792.35
2018-03-14,50.616
2018-03-15,1.0
2018-03-16,2015.3809999999999
2018-03-17,543.746
2018-03-18,1028.758
2018-03-19,2158.308
2018-03-20,900.568
2018-03-21,3333.6360000000004
2018-03-22,1.0
2018-03-23,14817.068
2018-03-24,1258.298
2018-03-25,3568.026
2018-03-26,3253.88
2018-03-27,2934.516
2018-03-28,1505.702
2018-03-29,82.4
2018-03-30,657.407
2018-03-31,4982.0108
2018-04-01,5973.988000000001
2018-04-02,823.97
2018-04-03,33.528
2018-04-04,809.47
2018-04-05,1.0
2018-04-06,115.41999999999999
2018-04-07,1972.2905
2018-04-08,6402.93
2018-04-09,1627.71
2018-04-10,756.529
2018-04-11,320.806
2018-04-12,70.66
2018-04-13,1346.824
2018-04-14,653.93
2018-04-15,333.33799999999997
2018-04-16,945.429
2018-04-17,3432.459
2018-04-18,1.0
2018-04-19,1.0
2018-04-20,1054.614
2018-04-21,1255.564
2018-04-22,948.692
2018-04-23,1200.222
2018-04-24,929.558
2018-04-25,679.1129999999999
2018-04-26,62.608000000000004
2018-04-27,577.5756
2018-04-28,796.296
2018-04-29,1054.26
2018-04-30,1391.126
2018-05-01,4109.37
2018-05-02,400.11
2018-05-03,1387.346
2018-05-04,1147.2450000000001
2018-05-05,186.123
2018-05-06,2992.4017999999996
2018-05-07,2550.468
2018-05-08,3659.5540000000005
2018-05-09,1079.222
2018-05-10,1.0
2018-05-11,450.469
2018-05-12,971.384
2018-05-13,3067.378
2018-05-14,4183.062
2018-05-15,422.264
2018-05-16,222.024
2018-05-17,1.0
2018-05-18,1831.508
2018-05-19,4920.182
2018-05-20,2998.578
2018-05-21,539.02
2018-05-22,337.56199999999995
2018-05-23,242.436
2018-05-24,1.0
2018-05-25,887.0260000000001
2018-05-26,271.24
2018-05-27,2085.908
2018-05-28,1481.103
2018-05-29,692.108
2018-05-30,737.8904
2018-05-31,1.0
2018-06-01,587.042
2018-06-02,136.70600000000002
2018-06-03,2953.036
2018-06-04,280.414
2018-06-05,492.11199999999997
2018-06-06,32.349999999999994
2018-06-07,1.0
2018-06-08,2228.038
2018-06-09,940.1329999999999
2018-06-10,2514.343
2018-06-11,1581.894
2018-06-12,1680.968
2018-06-13,1157.018
2018-06-14,1.0
2018-06-15,4058.5099999999998
2018-06-16,2725.194
2018-06-17,3897.672
2018-06-18,1032.1555
2018-06-19,1901.193
2018-06-20,1029.228
2018-06-21,596.656
2018-06-22,580.019
2018-06-23,1.0
2018-06-24,1185.684
2018-06-25,1509.3519999999999
2018-06-26,4225.136
2018-06-27,1645.906
2018-06-28,1.0
2018-06-29,4522.9912
2018-06-30,4722.977
2018-07-01,640.83
2018-07-02,170.192
2018-07-03,6964.4039999999995
2018-07-04,1.0
2018-07-05,477.354
2018-07-06,381.378
2018-07-07,1621.25
2018-07-08,1981.2640000000001
2018-07-09,1672.214
2018-07-10,360.214
2018-07-11,1729.892
2018-07-12,4.816
2018-07-13,505.542
2018-07-14,3599.9339999999997
2018-07-15,2133.229
2018-07-16,75.284
2018-07-17,2192.873
2018-07-18,2107.794
2018-07-19,1.0
2018-07-20,2284.208
2018-07-21,3684.832
2018-07-22,557.3140000000001
2018-07-23,899.188
2018-07-24,2400.96
2018-07-25,799.742
2018-07-26,2013.3020000000001
2018-07-27,948.8319999999999
2018-07-28,1171.5639999999999
2018-07-29,1392.294
2018-07-30,524.376
2018-07-31,1559.028
2018-08-01,2086.65
2018-08-02,1.0
2018-08-03,515.828
2018-08-04,21.07
2018-08-05,504.676
2018-08-06,1425.026
2018-08-07,3480.624
2018-08-08,1.0
2018-08-09,1.0
2018-08-10,1824.0700000000002
2018-08-11,709.726
2018-08-12,3694.0840000000003
2018-08-13,2644.164
2018-08-14,441.736
2018-08-15,1950.872
2018-08-16,81.564
2018-08-17,9518.288
2018-08-18,7079.484
2018-08-19,513.446
2018-08-20,693.95
2018-08-21,8285.534
2018-08-22,525.54
2018-08-23,4591.343999999999
2018-08-24,686.056
2018-08-25,362.988
2018-08-26,191.66
2018-08-27,6191.538
2018-08-28,1444.6319999999998
2018-08-29,236.46800000000002
2018-08-30,1.0
2018-08-31,3163.83
2018-09-01,1262.81
2018-09-02,8653.334
2018-09-03,1596.8490000000002
2018-09-04,5361.202
2018-09-05,328.044
2018-09-06,1.0
2018-09-07,3849.565
2018-09-08,2185.327
2018-09-09,4357.061
2018-09-10,2507.646
2018-09-11,5565.006
2018-09-12,492.55
2018-09-13,16.92
2018-09-14,3472.403
2018-09-15,7286.026
2018-09-16,832.65
2018-09-17,4980.226000000001
2018-09-18,1512.93
2018-09-19,1649.188
2018-09-20,7360.918000000001
2018-09-21,339.172
2018-09-22,7872.213
2018-09-23,2396.786
2018-09-24,6451.462
2018-09-25,1413.213
2018-09-26,1487.576
2018-09-27,1.0
2018-09-28,560.271
2018-09-29,1847.78
2018-09-30,541.76
2018-10-01,2979.4660000000003
2018-10-02,5419.022
2018-10-03,2505.48
2018-10-04,20.98
2018-10-05,6685.616
2018-10-06,1181.82
2018-10-07,2750.21
2018-10-08,609.356
2018-10-09,1497.589
2018-10-10,240.358
2018-10-11,1.0
2018-10-12,5626.394
2018-10-13,8406.802
2018-10-14,135.332
2018-10-15,1018.94
2018-10-16,3474.5969999999998
2018-10-17,127.352
2018-10-18,1.0
2018-10-19,2782.8702000000003
2018-10-20,1334.858
2018-10-21,4538.201
2018-10-22,15159.877
2018-10-23,3353.3940000000002
2018-10-24,530.0849999999999
2018-10-25,1.0
2018-10-26,1000.8679999999999
2018-10-27,1087.32
2018-10-28,409.726
2018-10-29,47.96
2018-10-30,4026.73
2018-10-31,524.928
2018-11-01,2922.43
2018-11-02,6295.386
2018-11-03,4537.937
2018-11-04,10669.096
2018-11-05,2356.064
2018-11-06,4289.75
2018-11-07,2414.378
2018-11-08,385.1
2018-11-09,4752.492
2018-11-10,4008.5480000000002
2018-11-11,1816.2179999999998
2018-11-12,2912.386
2018-11-13,6634.4202000000005
2018-11-14,835.6579999999999
2018-11-15,560.2
2018-11-16,4756.234
2018-11-17,13409.7928
2018-11-18,1470.756
2018-11-19,7398.272
2018-11-20,2989.2740000000003
2018-11-21,2237.184
2018-11-22,36.712
2018-11-23,1154.109
2018-11-24,4737.061
2018-11-25,3667.157
2018-11-26,5049.1720000000005
2018-11-27,1619.254
2018-11-28,6913.944
2018-11-29,492.888
2018-11-30,6646.282
2018-12-01,5332.178
2018-12-02,9952.182
2018-12-03,1404.842
2018-12-04,2640.638
2018-12-05,1454.136
2018-12-06,11.68
2018-12-07,2917.5139999999997
2018-12-08,7644.041
2018-12-09,5471.39
2018-12-10,3874.5589999999997
2018-12-11,2026.035
2018-12-12,1.0
2018-12-13,581.936
2018-12-14,3898.714
2018-12-15,307.888
2018-12-16,859.702
2018-12-17,2028.758
2018-12-18,3646.911
2018-12-19,1896.926
2018-12-20,378.736
2018-12-21,2141.94
2018-12-22,7443.021
2018-12-23,1927.776
2018-12-24,6234.054
2018-12-25,2699.927
2018-12-26,815.5939999999999
2018-12-27,178.636
2018-12-28,1658.3508000000002
2018-12-29,2916.5339999999997
2018-12-30,714.79
